filename,prompt,magic_prompt,magic_prompt_output,aspect_ratio,model,visibility,seed_number,rendering,negative_prompt,style,color_palette
0005_2_a-thought-provoking-alternative-book-cov_QSJPNNarRWuhUMHPjtFMFg_iz1HPuhMSNO_Fb7F9hRLNQ_cover.png,"A alternative book cover for ""Insights†from†Rethinking †Positive† Thinking†by†Gabriele†Oettingen""",AUTO,"A thought-provoking alternative book cover for ""Insights†from†Rethinking †Positive† Thinking†by†Gabriele†Oettingen"". The cover features a dark background with the title in white, bold text. Below the title, there's a quote in white text: ""The road to success and happiness is not always straight and easy."" Below the quote, the author's name is written in white text. Scattered throughout the background are various symbols, such as a lightbulb, a heart, a brain, and a mountain. The overall design is visually appealing and encourages introspection.",16:10,2.0,private,1494742865,default,,auto,
0005_3_a-book-cover-with-the-title-insights-fro_cYu4uqMmQ3Okn8KoXilsOA_iz1HPuhMSNO_Fb7F9hRLNQ.png,"A alternative book cover for ""Insights†from†Rethinking †Positive† Thinking†by†Gabriele†Oettingen""",AUTO,"A book cover with the title ""Insights†from†Rethinking †Positive† Thinking†by†Gabriele†Oettingen"". The background is a dark blue gradient. There is a brain with neuron paths in light blue. There are four lightbulbs with different shades of yellow. There is a quotation mark. There is the author's name ""Gabriele Oettingen"" in white. The text ""Insights from Rethinking Positive Thinking"" is in white, below the author's name.",16:10,2.0,private,1494742865,default,,auto,
0005_4_a-book-cover-illustration-for-insights-f_xR0dzUh6TY20Qk9lthCiUQ_iz1HPuhMSNO_Fb7F9hRLNQ.png,"A alternative book cover for ""Insights†from†Rethinking †Positive† Thinking†by†Gabriele†Oettingen""",AUTO,"A book cover illustration for ""Insights†from†Rethinking †Positive† Thinking†by†Gabriele†Oettingen"". There is a brain with a light bulb above it. The background is dark blue. There are various sized brains with light bulbs above them, some partially hidden by the large brain. There are also a few books.",16:10,2.0,private,1494742865,default,,auto,
0006_1_a-book-cover-with-a-orange-background-an_EA8rRdk4TT6uDqkIYdLBug_B-vSv-iBRcyWWvzTnOwdiQ.png,"A alternative book cover for ""Insights†from†Performing †Under†Pressure† by†Hendrie†Weisinger †and†J.†P.†PawliwÄêFry""",AUTO,"A book cover with a orange background and white text that says ""Insights†from†Performing †Under†Pressure† by†Hendrie†Weisinger †and†J.†P.†PawliwÄêFry"". There is a silhouette of a person with their hands raised. The image has a vintage feel.",16:10,2.0,private,1477686650,default,,auto,
0006_2_a-book-cover-with-the-title-insights-fro_NfZ4IwPbSmivO8JW8xr0xA_B-vSv-iBRcyWWvzTnOwdiQ_cover.png,"A alternative book cover for ""Insights†from†Performing †Under†Pressure† by†Hendrie†Weisinger †and†J.†P.†PawliwÄêFry""",AUTO,"A book cover with the title ""Insights†from†Performing †Under†Pressure† by†Hendrie†Weisinger †and†J.†P.†PawliwÄêFry"". The background is a dark blue gradient, and the text is white. There are lightning bolts arcing from the top to the bottom of the cover. The bottom of the cover has the subtitle ""Managing Stress in High-stakes Situations"".",16:10,2.0,private,1477686650,default,,auto,
0006_3_a-book-cover-with-the-title-insights-fro_Sius2DRbQ0KsZ75NosXkAw_B-vSv-iBRcyWWvzTnOwdiQ.png,"A alternative book cover for ""Insights†from†Performing †Under†Pressure† by†Hendrie†Weisinger †and†J.†P.†PawliwÄêFry""",AUTO,"A book cover with the title ""Insights from Performing Under Pressure"" by Hendrie Weisinger and J. P. Pawliw-Fry. The cover has a background of a stage with bright lights. There's a spotlight on the stage. The foreground contains a book with the same title. There's a guitar and a pair of shoes on the side. The overall design is simple and minimalistic.",16:10,2.0,private,1477686650,default,,auto,
0006_4_a-book-cover-illustration-with-the-title_vRpvpYjWR3qK6mEQoxFcUw_B-vSv-iBRcyWWvzTnOwdiQ.png,"A alternative book cover for ""Insights†from†Performing †Under†Pressure† by†Hendrie†Weisinger †and†J.†P.†PawliwÄêFry""",AUTO,"A book cover illustration with the title ""Insights†from†Performing †Under†Pressure† by†Hendrie†Weisinger †and†J.†P.†PawliwÄêFry"". The background is a dark blue. There is a light bulb with a bright idea. There is a person with a chef's hat and a cooking utensil. There is a person with a construction hat and a hammer. There is a person with a stethoscope and a heart. There is a person with a lab coat and a test tube. There is a person with a business suit and a briefcase.",16:10,2.0,private,1477686650,default,,auto,
0007_1_a-book-cover-with-the-title-insights-fro_4wKh6wr9S7azMS1gLt8yWQ_cRG0x99AQWWLYoH3onk8dw.png,"A alternative book cover for ""Insights†from†Organize†Tomorrow †Today†by† Jason†Selk†&†Tom† Bartow""",AUTO,"A book cover with the title ""Insights†from†Organize†Tomorrow †Today†by† Jason†Selk†&†Tom† Bartow"". The background is a collage of motivational quotes. There is a silhouette of a person holding a trophy in the background.",16:10,2.0,private,1350609695,default,,auto,
0007_2_an-alternative-book-cover-for-insights-f_9IAflKHnRlKSE6KtfJ1sGQ_cRG0x99AQWWLYoH3onk8dw.png,"A alternative book cover for ""Insights†from†Organize†Tomorrow †Today†by† Jason†Selk†&†Tom† Bartow""",AUTO,"An alternative book cover for ""Insights†from†Organize†Tomorrow †Today†by† Jason†Selk†&†Tom† Bartow"". The cover is a collage of various images, including a desk with a planner, a clock, a pen, and a notebook. There's a section of a wall with sticky notes. There's also a laptop with the text ""Organize Tomorrow Today"". The background is a light blue gradient. The text of the book title and authors is white and placed below the collage.",16:10,2.0,private,1350609695,default,,auto,
0007_3_a-book-cover-with-the-title-insights-fro_Opu-kVmbSkC0MiIMDzoRzQ_cRG0x99AQWWLYoH3onk8dw_cover.png,"A alternative book cover for ""Insights†from†Organize†Tomorrow †Today†by† Jason†Selk†&†Tom† Bartow""",AUTO,"A book cover with the title ""Insights†from†Organize†Tomorrow †Today†by† Jason†Selk†&†Tom† Bartow"". There is a silhouette of a person with hands raised upwards against a dark sky. The sky has a bright light at the horizon. There are stars and a crescent moon in the sky. The ground has footprints leading to the person. The overall image has a subtle gradient from dark blue at the top to a lighter blue at the bottom.",16:10,2.0,private,1350609695,default,,auto,
0007_4_an-alternative-book-cover-illustration-f_ZxhQkjYLR1aai-f6LtF2JA_cRG0x99AQWWLYoH3onk8dw.png,"A alternative book cover for ""Insights†from†Organize†Tomorrow †Today†by† Jason†Selk†&†Tom† Bartow""",AUTO,"An alternative book cover illustration for ""Insights†from†Organize†Tomorrow †Today†by† Jason†Selk†&†Tom† Bartow"". It features a man with a briefcase on a busy street, surrounded by traffic and buildings. There is a speech bubble coming from the man's mouth, and the text of the bubble says ""Organize†Tomorrow †Today"". The background is a city skyline.",16:10,2.0,private,1350609695,default,,auto,
0008_1_a-book-cover-with-the-title-insights-fro_55Ur_MCUQzeH-ZhkZvZc8w_zLCRHo8rS8yeK__EMbl2Tg_cover.png,"A alternative book cover for ""Insights†from†On†Writing†Well†by†William†Zinsser""",AUTO,"A book cover with the title ""Insights†from†On†Writing†Well†by†William†Zinsser"". There is a photo of William Zinsser in the background. The foreground contains a typewriter, a pen, and a piece of paper with the words ""On Writing Well"".",16:10,2.0,private,1418394533,default,,auto,
0008_2_a-book-cover-with-the-title-insights-fro_CEYvJIxHS5e6wAPBKwbTpQ_zLCRHo8rS8yeK__EMbl2Tg.png,"A alternative book cover for ""Insights†from†On†Writing†Well†by†William†Zinsser""",AUTO,"A book cover with the title ""Insights†from†On†Writing†Well†by†William†Zinsser"". The background is a typewriter keyboard. There are scattered pens, a ruler, and a highlighter next to the typewriter. The overall design is minimalistic, with a white border around the text and images.",16:10,2.0,private,1418394533,default,,auto,
0008_3_an-illustration-of-a-book-with-the-title_Y2mx-btqTGqE4YefxR5A7g_zLCRHo8rS8yeK__EMbl2Tg.png,"A alternative book cover for ""Insights†from†On†Writing†Well†by†William†Zinsser""",AUTO,"An illustration of a book with the title ""Insights†from†On†Writing†Well†by†William†Zinsser"". The book is open to a page with the text ""Writing is a way of focusing and organizing your thoughts"". There's a quill pen next to the book, and the background contains a desk with a lamp and a window with curtains.",16:10,2.0,private,1418394533,default,,auto,
0008_4_a-handwritten-note-with-the-title-insigh_nlmdpHguSWSTDT0Njf7hSA_zLCRHo8rS8yeK__EMbl2Tg.png,"A alternative book cover for ""Insights†from†On†Writing†Well†by†William†Zinsser""",AUTO,"A handwritten note with the title ""Insights†from†On†Writing†Well†by†William†Zinsser"". The text has a vintage feel, with worn edges and a few splatters of red ink. There are red ink splatters around the text. The background is a worn, textured wall with a few dents and scratches.",16:10,2.0,private,1418394533,default,,auto,
0009_1_a-book-cover-with-the-title-insights-fro_-1S6bZlfT46MGTmcHBKtLw_l35o5EW_SdWV6WKafKkJSg_cover.png,"A alternative book cover for ""Insights†from†Never†Split†the†Difference †by†Chris†Voss""",AUTO,"A book cover with the title ""Insights†from†Never†Split†the†Difference †by†Chris†Voss"". The background is a dark blue gradient with white text. At the bottom, there's a quote from a satisfied customer: ""A must-read for anyone interested in effective communication!""",16:10,2.0,private,1750756894,default,,auto,
0009_2_a-book-cover-with-the-title-insights-fro__yMj7LK2QnmVTh-Qb7JzjQ_l35o5EW_SdWV6WKafKkJSg.png,"A alternative book cover for ""Insights†from†Never†Split†the†Difference †by†Chris†Voss""",AUTO,"A book cover with the title ""Insights from Never Split the Difference: How to Communicate, Negotiate, and Succeed with Difficult People"" by Chris Voss. The background is a collage of abstract shapes in various shades of blue, purple, and orange. There are also silhouettes of people in different poses. The author's name is written in bold, orange lettering below the title. The book cover has a sleek, modern design with a gradient effect.",16:10,2.0,private,1750756894,default,,auto,
0009_3_a-hand-drawn-illustration-of-a-brain-wit_6_mWEyzXSoWReErMs9UGpQ_l35o5EW_SdWV6WKafKkJSg.png,"A alternative book cover for ""Insights†from†Never†Split†the†Difference †by†Chris†Voss""",AUTO,"A hand-drawn illustration of a brain with the text ""Insights†from†Never†Split†the†Difference †by†Chris†Voss"" written on it. The brain has a lightbulb above it. There are various quotes and thought bubbles around the brain. The background is a dark blue.",16:10,2.0,private,1750756894,default,,auto,
0009_4_a-book-cover-illustration-of-insights-fr_LEinXp-wSESJECTPAYlw8Q_l35o5EW_SdWV6WKafKkJSg.png,"A alternative book cover for ""Insights†from†Never†Split†the†Difference †by†Chris†Voss""",AUTO,"A book cover illustration of ""Insights†from†Never†Split†the†Difference †by†Chris†Voss"". The background is a dark blue gradient. There are floating black speech bubbles with white text. There are floating white text banners with black text. There is a floating white circle with black text. The text ""Insights†from†Never†Split†the†Difference"" is at the top in white text over a dark blue background. The text ""by†Chris†Voss"" is below in white text over a dark blue background.",16:10,2.0,private,1750756894,default,,auto,
0010_1_a-book-cover-with-the-title-insights-fro_4hyOQaovQLCsIG08KvDQHg_F_Qf0cWWQnWky5G8Fq-DBA.png,"A alternative book cover for ""Insights†from†Joy†at†Work†by†Marie† Kondo†and †Scott† Sonenshein""",AUTO,"A book cover with the title ""Insights†from†Joy†at†Work†by†Marie† Kondo†and †Scott† Sonenshein"". The background is a beige color with a subtle pattern. There is a large orange circle with a white ""A"". There is a small, white text at the bottom that says ""Alternative book cover"".",16:10,2.0,private,152144240,default,,auto,
0010_2_a-book-cover-with-a-minimalist-design-th_LXhZEUKhQg-tf8tdnMUgIA_F_Qf0cWWQnWky5G8Fq-DBA.png,"A alternative book cover for ""Insights†from†Joy†at†Work†by†Marie† Kondo†and †Scott† Sonenshein""",AUTO,"A book cover with a minimalist design. The title ""Insights†from†Joy†at†Work†by†Marie† Kondo†and †Scott† Sonenshein"" is written in bold, modern font. Below the title, there's a silhouette of a person with outstretched arms against a bright orange background. The text ""A guide to cultivating joy, meaning, and mindfulness in the workplace"" is written in smaller font underneath the silhouette.",16:10,2.0,private,152144240,default,,auto,
0010_3_an-illustration-of-a-minimalist-office-s_Rt2XMk0WTdep8BW8Q3Wvxg_F_Qf0cWWQnWky5G8Fq-DBA.png,"A alternative book cover for ""Insights†from†Joy†at†Work†by†Marie† Kondo†and †Scott† Sonenshein""",AUTO,"An illustration of a minimalist office space. There are several desks with chairs, a few potted plants, and a wall with multiple whiteboards. There's a small path leading to a door. The background is a muted blue.",16:10,2.0,private,152144240,default,,auto,
0010_4_a-book-cover-illustration-with-the-title_lqHuraUyRjmRTsDDnxJ2zQ_F_Qf0cWWQnWky5G8Fq-DBA_cover.png,"A alternative book cover for ""Insights†from†Joy†at†Work†by†Marie† Kondo†and †Scott† Sonenshein""",AUTO,"A book cover illustration with the title ""Insights from Joy at Work by Marie Kondo and Scott Sonenshein"". The image is a minimalist illustration of a woman with a tidy desk, with a few books, a plant, and a tidy stack of paper. The background is a soft grey.",16:10,2.0,private,152144240,default,,auto,
0011_1_an-alternative-book-cover-for-insights-f_299CaHYXQ5Sb_qv8nVep5g_thS5vix7RLyCn-ZcFfdXnQ.png,"A alternative book cover for ""Insights†from†Hyperfocus †by†Chris†Bailey""",AUTO,"An alternative book cover for ""Insights from Hyperfocus by Chris Bailey"". The cover is a geometric pattern of blue, yellow, and white squares. There's a large yellow square with the title and author's name in white font. The background is a blue square. The overall design has a vintage feel.",16:10,2.0,private,1160743192,default,,auto,
0011_2_an-alternative-book-cover-for-insights-f_NHDIxvbdTPydLQljr9dzSw_thS5vix7RLyCn-ZcFfdXnQ_cover.png,"A alternative book cover for ""Insights†from†Hyperfocus †by†Chris†Bailey""",AUTO,"An alternative book cover for ""Insights from Hyperfocus by Chris Bailey"". The cover has a dark background with a bold, white text that reads ""Insights from Hyperfocus"". Below the text, there is a silhouette of a man with a hand over his eyes, representing hyperfocus. The man is standing on a grassy field with a few trees. The whole image has a vintage feel.",16:10,2.0,private,1160743192,default,,auto,
0011_3_a-book-cover-illustration-for-insights-f_Nng61YM4R2aT43nyibq6iw_thS5vix7RLyCn-ZcFfdXnQ.png,"A alternative book cover for ""Insights†from†Hyperfocus †by†Chris†Bailey""",AUTO,"A book cover illustration for ""Insights†from†Hyperfocus †by†Chris†Bailey"". The background is a gradient of blue and purple. There's a large, yellow, glowing eye in the center. The eye has a pattern of black and white squares. The text ""Insights†from†Hyperfocus †by†Chris†Bailey"" is written in bold, white letters at the bottom.",16:10,2.0,private,1160743192,default,,auto,
0011_4_a-vector-illustration-of-a-brain-with-a-_ZsmzyRkGQLiifCh7Djk3DQ_thS5vix7RLyCn-ZcFfdXnQ.png,"A alternative book cover for ""Insights†from†Hyperfocus †by†Chris†Bailey""",AUTO,"A vector illustration of a brain with a magnifying glass over the right hemisphere. The left hemisphere is highlighted in bright pink, while the right hemisphere is highlighted in bright blue. There are pink and blue rays of light extending from the brain, with a pink magnifying glass floating next to the right hemisphere. The background is a light gray.",16:10,2.0,private,1160743192,default,,auto,
0012_1_an-alternative-book-cover-for-insights-f_054gLvcNRGa-Wp2XLGClpw_GrFfaOIPT72-CIj2BOeW7Q.png,"A alternative book cover for ""Insights†from†How†to†Win†Friends†and† Influence† People†by†Dale† Carnegie""",AUTO,"An alternative book cover for ""Insights from How to Win Friends and Influence People by Dale Carnegie"". The cover is a dark purple background with white text that says ""Insights from How to Win Friends and Influence People"". Below the text, there is a yellow silhouette of a person giving a speech. Below the silhouette, there is a white text that says ""by Dale Carnegie"".",16:10,2.0,private,1102938897,default,,auto,
0012_2_an-alternative-book-cover-for-insights-f_3V64rP4xSui50ZiZQqCzmQ_GrFfaOIPT72-CIj2BOeW7Q.png,"A alternative book cover for ""Insights†from†How†to†Win†Friends†and† Influence† People†by†Dale† Carnegie""",AUTO,"An alternative book cover for ""Insights†from†How†to†Win†Friends†and† Influence† People†by†Dale† Carnegie"". The cover is a vintage style with a beige background. There's a dark blue circular logo with the title of the book in white text. Below the logo, there's the author's name, Dale Carnegie, in dark blue text. The bottom of the cover has a light blue banner with the text ""Insights from"".",16:10,2.0,private,1102938897,default,,auto,
0012_3_a-vintage-style-alternative-book-cover-i_VlalqKGVRM2SR00rVAKL7A_GrFfaOIPT72-CIj2BOeW7Q_cover.png,"A alternative book cover for ""Insights†from†How†to†Win†Friends†and† Influence† People†by†Dale† Carnegie""",AUTO,"A vintage-style alternative book cover illustration for ""Insights†from†How†to†Win†Friends†and† Influence† People†by†Dale† Carnegie"". There's a man with a cane walking on a brick road, with a woman holding a bouquet of roses in the background. The background is a lush green field with trees. The overall image has a warm hue.",16:10,2.0,private,1102938897,default,,auto,
0012_4_an-alternative-book-cover-illustration-f_b7qsugvkQ1qHrvMXqkxmBw_GrFfaOIPT72-CIj2BOeW7Q.png,"A alternative book cover for ""Insights†from†How†to†Win†Friends†and† Influence† People†by†Dale† Carnegie""",AUTO,"An alternative book cover illustration for ""Insights†from†How†to†Win†Friends†and† Influence† People†by†Dale† Carnegie"". The illustration contains a vintage microphone, a pair of glasses, a key, a hand raising in the air, and a suitcase. There are also two heads in the background. The text ""Insights from How to Win Friends and Influence People by Dale Carnegie"" is written below the image.",16:10,2.0,private,1102938897,default,,auto,
0013_1_a-book-cover-with-a-purple-background-th__tddgCt0QJOp5haio5bZeQ_a1kO8ynqRLGDi3bYXzr0SQ_cover.png,"A alternative book cover for ""Insights†from†How†to†Take†Smart†Notes""",AUTO,"A book cover with a purple background. There's a lightbulb with the text ""Insights"". Below the lightbulb, there's the text ""from How to Take Smart Notes"". There's a pencil and a notebook on the bottom right. The overall design is clean and minimalistic.",16:10,2.0,private,2061774468,default,,auto,
0013_2_a-book-cover-with-a-blue-background-ther_7jFJZZxnTYagatwTsXVK6Q_a1kO8ynqRLGDi3bYXzr0SQ.png,"A alternative book cover for ""Insights†from†How†to†Take†Smart†Notes""",AUTO,"A book cover with a blue background. There's a white brain with a lightbulb above it. The text ""Insights from How to Take Smart Notes"" is written in bold, yellow letters. Below the text, there's a small, white pen with a checkmark.",16:10,2.0,private,2061774468,default,,auto,
0013_3_a-book-cover-with-a-vintage-camera-on-a-_L91Typ47RfG1kPVS3J3hpQ_a1kO8ynqRLGDi3bYXzr0SQ.png,"A alternative book cover for ""Insights†from†How†to†Take†Smart†Notes""",AUTO,"A book cover with a vintage camera on a wooden surface. There are multiple notebooks around the camera. The background is a blurred image of a room with bookshelves. The title of the book is ""Insights from How to Take Smart Notes"" and the author's name is below it.",16:10,2.0,private,2061774468,default,,auto,
0013_4_an-alternative-book-cover-illustration-f_VKUzZmyJRGGLKz2L5Dx4LA_a1kO8ynqRLGDi3bYXzr0SQ.png,"A alternative book cover for ""Insights†from†How†to†Take†Smart†Notes""",AUTO,"An alternative book cover illustration for ""Insights†from†How†to†Take†Smart†Notes"". There's a young woman with brown hair wearing glasses, sitting at a desk. She is taking notes in a notebook. The notebook is open, revealing neatly written notes. The background is a cluttered room with bookshelves, plants, and various objects.",16:10,2.0,private,2061774468,default,,auto,
0014_1_a-vintage-style-book-cover-with-a-yellow_V8JvQvSATfOwqAUgKcLMyQ_6bYFUNwJTNynQxHabtxSWg_cover.png,"A alternative book cover for ""Insights†from†How†to†Stop†Worrying †&†Start†Living†by†Dale†Carnegie""",AUTO,"A vintage-style book cover with a yellow background and large, black text that reads ""Insights†from†How†to†Stop†Worrying †&†Start†Living†by†Dale†Carnegie"". Below the text, there's a silhouette of a person with their hands raised in the air. The person is standing on a rocky terrain. Below the silhouette, there's the author's name ""Dale Carnegie"" in large, black text.",16:10,2.0,private,361240581,default,,auto,
