filename,prompt,magic_prompt,magic_prompt_output,aspect_ratio,model,visibility,seed_number,rendering,negative_prompt,style,color_palette
0009_3_a-digital-illustration-of-a-book-cover-f_xdV1t-jXRyOm-qTe8ZGuTQ_C9UXBCclTTGuKX78414p8g_cover.png," ""Pricing The Third Business Skill EBook Principles of Price Management""",AUTO,"A digital illustration of a book cover for ""Pricing The Third Business Skill EBook Principles of Price Management"". The background is a gradient of orange and blue. There's a pencil drawing of a lightbulb with the text ""Third Business Skill"" inside it. There's a stack of books with a price tag on the top book. The title and author's name are written in white text on a black rectangle.",16:10,2,private,1403059633,default,,auto,
0009_4_an-alternative-book-cover-for-pricing-th_ynEj4myUT9mO0Ievp1zHtg_C9UXBCclTTGuKX78414p8g.png," ""Pricing The Third Business Skill EBook Principles of Price Management""",AUTO,"An alternative book cover for ""Pricing The Third Business Skill EBook Principles of Price Management"". The cover is a light blue background with a golden retriever holding a stick in its mouth. The text ""Pricing The Third Business Skill EBook Principles of Price Management"" is written in golden font at the bottom.",16:10,2,private,1403059633,default,,auto,
0010_1_a-stock-market-chart-with-a-green-upward_DsTVeGtLS1ajKr8jZ0BYog_3EaYXlG9Qb-kt3V3DN6YJg.png," ""Price Action Intraday Trading Strategy for Crude Oil NO loss Day Trading  with price action volume Book 1""",AUTO,"A stock market chart with a green upward trend line and a red downward trend line. The chart has multiple peaks and valleys. The background is a dark blue hue. The text ""Price Action Intraday Trading Strategy for Crude Oil NO loss Day Trading with price action volume Book 1"" is written in white at the bottom.",16:10,2,private,956438673,default,,auto,
0010_2_a-book-cover-with-the-title-price-action_W5ZPHhF6Tyaq2i_xipLnDQ_3EaYXlG9Qb-kt3V3DN6YJg.png," ""Price Action Intraday Trading Strategy for Crude Oil NO loss Day Trading  with price action volume Book 1""",AUTO,"A book cover with the title ""Price Action Intraday Trading Strategy for Crude Oil NO loss Day Trading with price action volume Book 1"". The background is a dark blue color, and the text is white. There is a crude oil barrel with a flame shooting out of the top. The flame is orange and yellow, and it adds a sense of energy to the design.",16:10,2,private,956438673,default,,auto,
0010_3_an-alternative-book-cover-illustration-f_Ybyn7cPoQFiIiyEyUjCH-g_3EaYXlG9Qb-kt3V3DN6YJg.png," ""Price Action Intraday Trading Strategy for Crude Oil NO loss Day Trading  with price action volume Book 1""",AUTO,"An alternative book cover illustration for ""Price Action Intraday Trading Strategy for Crude Oil NO loss Day Trading with price action volume Book 1"". There is a chart with a green arrow pointing up and a red arrow pointing down. There is a crude oil barrel in the background. The text at the bottom says ""Book 1"".",16:10,2,private,956438673,default,,auto,
0010_4_a-book-cover-with-the-title-price-action_pSSSlqDZTeCq9A1tH-tlnQ_3EaYXlG9Qb-kt3V3DN6YJg_cover.png," ""Price Action Intraday Trading Strategy for Crude Oil NO loss Day Trading  with price action volume Book 1""",AUTO,"A book cover with the title ""Price Action Intraday Trading Strategy for Crude Oil NO loss Day Trading with price action volume Book 1"". The background is a dark blue gradient. There is a crude oil barrel with a rising price arrow and a falling price arrow. The foreground contains a candlestick chart and a price action volume chart. There is a silhouette of a trader in the background.",16:10,2,private,956438673,default,,auto,
0011_1_a-visually-engaging-alternative-book-cov_IUlpCjANSNigkVnkWHdeNA_73g5xfgbS_iYqHXVlVEL1A.png," ""PM Illustrated A Visual Learners Guide to Project Management Kindle Version 11  January 2022 Visual Learning""",AUTO,"A visually engaging alternative book cover for ""PM Illustrated A Visual Learner's Guide to Project Management Kindle Version 11 January 2022 Visual Learning"". The cover design features a construction worker wearing a yellow hard hat and holding a clipboard. The background contains various project management tools such as a Gantt chart, a flowchart, and a Kanban board. There is the book title and author's name at the top and bottom of the cover.",16:10,2,private,451641352,default,,auto,
0011_2_a-book-cover-image-with-a-white-backgrou_JOQYBXvOQ4KRhD69CgZUyA_73g5xfgbS_iYqHXVlVEL1A_cover.png," ""PM Illustrated A Visual Learners Guide to Project Management Kindle Version 11  January 2022 Visual Learning""",AUTO,"A book cover image with a white background. There are a few project management tools like a checklist, a flowchart, and a Gantt chart. Above these tools, there is a lightbulb. The title ""PM Illustrated A Visual Learner's Guide to Project Management"" is written in bold, blue letters. Below the title, the subtitle ""Kindle Version 11 January 2022 Visual Learning"" is written in smaller, black letters.",16:10,2,private,451641352,default,,auto,
0011_3_an-alternative-book-cover-for-pm-illustr_K3-pWjS9THq3Yins3By_Zw_73g5xfgbS_iYqHXVlVEL1A.png," ""PM Illustrated A Visual Learners Guide to Project Management Kindle Version 11  January 2022 Visual Learning""",AUTO,"An alternative book cover for ""PM Illustrated: A Visual Learner's Guide to Project Management Kindle Version 11, January 2022 Visual Learning"". The cover features a colorful illustration of a person wearing a construction helmet, standing on a ladder, painting a wall. The wall has various project management concepts drawn on it. The background is a room with a desk, chair, and plant. The title and author's name are written in bold, modern font at the top and bottom of the cover.",16:10,2,private,451641352,default,,auto,
0011_4_an-alternative-book-cover-for-pm-illustr_KmFyatvASXybEdUiCJW8wA_73g5xfgbS_iYqHXVlVEL1A.png," ""PM Illustrated A Visual Learners Guide to Project Management Kindle Version 11  January 2022 Visual Learning""",AUTO,"An alternative book cover for ""PM Illustrated: A Visual Learner's Guide to Project Management Kindle Version 11 (January 2022) Visual Learning"". The cover features a visual representation of a project management process. There is a start and end point with arrows connecting various stages of the process. The stages include initiation, planning, execution, monitoring and control, and closure. Each stage is represented by a unique icon. The background is a gradient of blue to green. The text is placed on top of the visual, with the title in a larger font and the subtitle in a smaller font.",16:10,2,private,451641352,default,,auto,
0012_1_a-book-cover-with-the-title-pivot-to-pro_5xgAu5lxS7GDuF5o_qRcgg_q9SUCEiVS_WKKNt_Nf4Qeg.png," ""Pivot to Product Manager The Ultimate 3Step Playbook to Kickstart Your Product Management Career""",AUTO,"A book cover with the title ""Pivot to Product Manager: The Ultimate 3-Step Playbook to Kickstart Your Product Management Career"". The cover features a laptop screen displaying a project management software. There's a lightbulb icon, a rocket icon, and a checkmark icon. The background is a gradient of blue and purple.",16:10,2,private,922251224,default,,auto,
0012_2_a-book-cover-with-the-title-pivot-to-pro_FslN16s_Sfm3qqEUkske0A_q9SUCEiVS_WKKNt_Nf4Qeg.png," ""Pivot to Product Manager The Ultimate 3Step Playbook to Kickstart Your Product Management Career""",AUTO,"A book cover with the title ""Pivot to Product Manager: The Ultimate 3-Step Playbook to Kickstart Your Product Management Career"". There's a person turning a gear, symbolizing the pivot. The background is a blue gradient with white lines representing a road.",16:10,2,private,922251224,default,,auto,
0012_3_an-alternative-book-cover-for-pivot-to-p_cIHkSJSBTDazagGPctpYsw_q9SUCEiVS_WKKNt_Nf4Qeg_cover.png," ""Pivot to Product Manager The Ultimate 3Step Playbook to Kickstart Your Product Management Career""",AUTO,"An alternative book cover for ""Pivot to Product Manager: The Ultimate 3-Step Playbook to Kickstart Your Product Management Career"". The cover has a background of a city skyline with modern buildings. There is a gear with a hand inside it, symbolizing the control of a product. The text is in bold, modern font. The overall design is clean and professional.",16:10,2,private,922251224,default,,auto,
0012_4_a-photo-of-a-book-titled-pivot-to-produc_kV-zwIzjRdKqF5pRtXy57Q_q9SUCEiVS_WKKNt_Nf4Qeg.png," ""Pivot to Product Manager The Ultimate 3Step Playbook to Kickstart Your Product Management Career""",AUTO,"A photo of a book titled ""Pivot to Product Manager: The Ultimate 3-Step Playbook to Kickstart Your Product Management Career"". There are a few product management tools and a laptop on the table next to the book. There's a plant in the background. The room has a wooden shelf and a few items. The lighting is warm.",16:10,2,private,922251224,default,,auto,
0013_1_a-book-cover-with-a-blue-background-and-_BdSxzJesTVmm83AX9Oo5Rw_GFNa5-v2Q7WP6EyD6RFf5g.png," ""Pivot Point Trading Your StepbyStep Guide to Profitable Day Trading with Pivots Points""",AUTO,"A book cover with a blue background and white text. The text reads ""Pivot Point Trading: Your Step-by-Step Guide to Profitable Day Trading with Pivot Points"". There is a simple line graph with a few peaks and valleys. The graph has a few annotations with arrows pointing up and down, indicating potential trading opportunities. The overall design is clean and professional.",16:10,2,private,1370923898,default,,auto,
0013_2_a-book-cover-with-a-grayscale-photo-of-a_Txqy4pvXTKegXKLtXZ_X9Q_GFNa5-v2Q7WP6EyD6RFf5g.png," ""Pivot Point Trading Your StepbyStep Guide to Profitable Day Trading with Pivots Points""",AUTO,A book cover with a grayscale photo of a city skyline at dusk. The skyline is reflected on the surface of the water below. There's a small boat in the water. The background contains a bridge. There's a title and author text on the top of the cover.,16:10,2,private,1370923898,default,,auto,
0013_3_an-alternative-book-cover-illustration-f_apyHkKSSQPGsn4W9TCVsWA_GFNa5-v2Q7WP6EyD6RFf5g_cover.png," ""Pivot Point Trading Your StepbyStep Guide to Profitable Day Trading with Pivots Points""",AUTO,"An alternative book cover illustration for ""Pivot Point Trading: Your Step-by-Step Guide to Profitable Day Trading with Pivot Points"". The background is a city skyline with tall buildings. There are multiple graphs with different time frames on the left side of the cover. There is a pencil and a ruler on the right side of the cover. The title and author's name are at the bottom.",16:10,2,private,1370923898,default,,auto,
0013_4_an-alternative-book-cover-illustration-f_rjwrkVZyRzur8g8zjaUk2g_GFNa5-v2Q7WP6EyD6RFf5g.png," ""Pivot Point Trading Your StepbyStep Guide to Profitable Day Trading with Pivots Points""",AUTO,"An alternative book cover illustration for ""Pivot Point Trading: Your Step-by-Step Guide to Profitable Day Trading with Pivot Points"". The illustration features a chart with various pivot points. There's a hand with a pen, hovering over a line on the chart. The chart has multiple lines, with one line being highlighted.",16:10,2,private,1370923898,default,,auto,
0014_1_a-vintage-style-book-cover-with-the-titl_BK8wUDirRuSiOz_XfcAIfQ_3A1tSIG4QWuL3z2HcOsl3A.png," ""Persuasion Psychology of Selling  Secret Techniques To Close The Deal Every Time Persuasion Influence""",AUTO,"A vintage-style book cover with the title ""Persuasion Psychology of Selling: Secret Techniques To Close The Deal Every Time Persuasion Influence"". There's an illustration of a man in a suit with a top hat, pointing to the text. The background is a pattern of stars and stripes.",16:10,2,private,251946075,default,,auto,
0014_2_a-book-cover-with-a-dark-background-ther_D6eYGMnqTneVMKQr0YFaBg_3A1tSIG4QWuL3z2HcOsl3A.png," ""Persuasion Psychology of Selling  Secret Techniques To Close The Deal Every Time Persuasion Influence""",AUTO,"A book cover with a dark background. There is a light shining on a hand holding a pen. The pen is hovering above a contract. There is a speech bubble with the text ""Persuasion: The psychology of selling"". There is a small image of a hand giving a thumbs up. The title and author of the book are written in white text.",16:10,2,private,251946075,default,,auto,
0014_3_an-alternative-book-cover-illustration-f_LQVeOGcjQgSw4-imU5v2Dw_3A1tSIG4QWuL3z2HcOsl3A.png," ""Persuasion Psychology of Selling  Secret Techniques To Close The Deal Every Time Persuasion Influence""",AUTO,"An alternative book cover illustration for ""Persuasion Psychology of Selling: Secret Techniques To Close The Deal Every Time Persuasion Influence"". The cover features a man in a suit with a briefcase, standing on a city street. The background is a cityscape with tall buildings. The title and author's name are in bold, white text, centered at the bottom.",16:10,2,private,251946075,default,,auto,
0014_4_a-photo-of-a-closed-book-with-the-title-_ntQ0u6J9R5i2rLFbjeu43Q_3A1tSIG4QWuL3z2HcOsl3A_cover.png," ""Persuasion Psychology of Selling  Secret Techniques To Close The Deal Every Time Persuasion Influence""",AUTO,"A photo of a closed book with the title ""Persuasion Psychology of Selling: Secret Techniques To Close The Deal Every Time Persuasion Influence"". The book has a worn leather cover and a gold emblem. There are coins scattered around the book. The background is dark.",16:10,2,private,251946075,default,,auto,
0015_1_a-book-cover-with-the-title-personal-suc_MNuXKQ62TUuKx55ZY2BZPA_4SpXTQ3LSBiA42yaiYmIUw_cover.png," ""Personal Success""",AUTO,"A book cover with the title ""Personal Success"". There is a silhouette of a person climbing a mountain. The mountain is made of books. The sky is clear with a few stars. There is a quote ""The only way to do great work is to love what you do."" by Steve Jobs.",16:10,2,private,1244069806,default,,auto,
0015_2_a-book-cover-with-a-textured-background-_N-gCdIjkT5alZtA7ZH8kzg_4SpXTQ3LSBiA42yaiYmIUw.png," ""Personal Success""",AUTO,"A book cover with a textured background of bricks. A person is standing on the bricks. They are wearing a suit and have their hands outstretched. There are birds flying out from between the bricks. The title of the book is written in bold, gold letters above the person's head. The subtitle is written in smaller, gold letters below the person's feet.",16:10,2,private,1244069806,default,,auto,
0015_3_an-illustration-of-a-woman-in-a-business_VtCYTmnsTw6vxSTtRMJ7kw_4SpXTQ3LSBiA42yaiYmIUw.png," ""Personal Success""",AUTO,"An illustration of a woman in a business suit with a confident smile. She is holding a briefcase and standing on a cloud with the text ""Personal Success"". The background is a blue sky with white clouds.",16:10,2,private,1244069806,default,,auto,
0015_4_an-illustration-of-a-person-with-their-h_XZ-RjhI_R2az7EJWcl7sWw_4SpXTQ3LSBiA42yaiYmIUw.png," ""Personal Success""",AUTO,An illustration of a person with their hands raised under a bright sky. The person is standing on a rocky terrain. The background contains mountains and a few trees. The overall image has a warm hue.,16:10,2,private,1244069806,default,,auto,
